ObjectId,Country,ISO2,ISO3,Country_Disasters,Unit,Source,CTS_Code,CTS_Name,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
452,Kazakhstan,KZ,KAZ,Kazakhstan - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,1,,2,1,1,,1,1,,1,1,,1,
453,Kazakhstan,KZ,KAZ,Kazakhstan - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
454,Kazakhstan,KZ,KAZ,Kazakhstan - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Kazakhstan,KZ,KAZ,Kazakhstan - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
457,Kenya,KE,KEN,Kenya - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,,,,,,1,,,1,,1,,,1,,,,,1,1,,,1,,1,1,,,1,,1,,,1,1,
458,Kenya,KE,KEN,Kenya - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,1,,,,,,,,1,,,,,,1,1,1,,,1,4,2,2,3,4,3,6,2,2,3,1,4,,3,2,1,3,1,1,1
459,Kenya,KE,KEN,Kenya - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,1,,
460,Kenya,KE,KEN,Kenya - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Kiribati,KI,KIR,Kiribati - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
463,Kiribati,KI,KIR,Kiribati - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
464,Kiribati,KI,KIR,Kiribati - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
466,Korea,KP,PRK,Korea - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,
467,Korea,KP,PRK,Korea - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
468,Korea,KP,PRK,Korea - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,2,,,,,,,,2,1,1,1,1,,2,1,,2,1,2,1,,,2,2,1,1,,1,2,,1,,1,1
469,Korea,KP,PRK,Korea - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,1,,,,1,,,1,,1,,,,,1,,,1,1,1,,,,,,1,1,,
471,Korea,KR,KOR,Korea - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
472,Korea,KR,KOR,Korea - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
473,Korea,KR,KOR,Korea - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,1,,,1,,,1,1,1,,,,1,2,1,1,2,2,1,,2,1,1,1,1,,,2,,,1,,,,,,2,
474,Korea,KR,KOR,Korea - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
475,Korea,KR,KOR,Korea - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,2,1,2,,,1,1,2,,1,1,1,1,1,1,2,,,3,1,2,1,3,1,4,3,,1,,,1,,3,,2,,1,,,3,3,1
477,Korea,KR,KOR,Korea - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,,
478,Kuwait,KW,KWT,Kuwait - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
480,Kyrgyz Rep.,KG,KGZ,Kyrgyz Rep. - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
481,Kyrgyz Rep.,KG,KGZ,Kyrgyz Rep. - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,
482,Kyrgyz Rep.,KG,KGZ,Kyrgyz Rep. - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,
483,Kyrgyz Rep.,KG,KGZ,Kyrgyz Rep. - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,2,,,,,,,,1,1,3,,,,,,1,,,,,,,1,,,,1
484,Kyrgyz Rep.,KG,KGZ,Kyrgyz Rep. - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
486,Lao People's Dem. Rep.,LA,LAO,Lao People's Dem. Rep. - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,
487,Lao People's Dem. Rep.,LA,LAO,Lao People's Dem. Rep. - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,,,1,,,,,,,1,1,,1,2,1,,,,1,1,1,,,,,,1,1,,2,,2,1,2,1,,1,1,,
488,Lao People's Dem. Rep.,LA,LAO,Lao People's Dem. Rep. - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,2,,2,1
490,Latvia,LV,LVA,Latvia - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,
491,Latvia,LV,LVA,Latvia - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,
493,Latvia,LV,LVA,Latvia - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
494,Lebanon,LB,LBN,Lebanon - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
495,Lebanon,LB,LBN,Lebanon - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,3,,,1,1,,
497,Lebanon,LB,LBN,Lebanon - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,
498,Lesotho,LS,LSO,Lesotho - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,,,,,1,,,1,1,
499,Lesotho,LS,LSO,Lesotho - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
500,Lesotho,LS,LSO,Lesotho - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,1,,,,,,,1,,,,,2,,,,,,,1,,,,,,1,,,,,,,1
502,Liberia,LR,LBR,Liberia - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Liberia,LR,LBR,Liberia - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Liberia,LR,LBR,Liberia - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,1,,,,,
505,Liberia,LR,LBR,Liberia - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,
507,Libya,LY,LBY,Libya - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,
509,Lithuania,LT,LTU,Lithuania - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
510,Lithuania,LT,LTU,Lithuania - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,2,,,,,,1,,,
511,Lithuania,LT,LTU,Lithuania - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,
512,Lithuania,LT,LTU,Lithuania - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
514,Luxembourg,LU,LUX,Luxembourg - Extreme temperature,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
515,Luxembourg,LU,LUX,Luxembourg - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
516,Luxembourg,LU,LUX,Luxembourg - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,6,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,
518,Madagascar,MG,MDG,Madagascar - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,1,,1,1,,,1,
519,Madagascar,MG,MDG,Madagascar - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,1,,,,,,,,,,,,1,,,,,1,,2,,1,,,,,,,,1,,,,1,1,1
520,Madagascar,MG,MDG,Madagascar - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,1,1,1,1,,1,,,1,,1,,,3,,1,2,,,2,,3,3,2,1,2,3,3,3,1,1,3,2,1,2,,1,2,2,1,1
522,Malawi,MW,MWI,Malawi - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,1,,,1,,1,,,,,,,,,,1,,,1,,1,,,,,1,,,1,,,,,,
523,Malawi,MW,MWI,Malawi - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,1,,,,,,,1,,1,,,,2,,1,1,1,1,2,2,2,,1,2,4,1,,1,3,2,1,,1,1,1,3,2,1,
524,Malawi,MW,MWI,Malawi - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
525,Malawi,MW,MWI,Malawi - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,1
527,Malaysia,MY,MYS,Malaysia - Drought,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,
528,Malaysia,MY,MYS,Malaysia - Flood,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,1,,,1,1,1,,,,,1,,,1,,1,1,1,4,,3,3,2,4,2,2,2,,1,,1,1,1,4,3,2,4,5,8
529,Malaysia,MY,MYS,Malaysia - Landslide,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,
530,Malaysia,MY,MYS,Malaysia - Storm,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,,1,1,,,1,,1,,2,,,,,,,,,,,,,1,,,,
532,Malaysia,MY,MYS,Malaysia - Wildfire,Number,"The Emergency Events Database (EM-DAT) , Centre for Research on the Epidemiology of Disasters (CRED) / Université catholique de Louvain (UCLouvain), Brussels, Belgium – www.emdat.be. Accessed on 2023-03-31.",ECCD,Climate Related Disasters Frequency,,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
